eastwest,german,sex,age,agec,dg10,dg03,educ,isced97,iscd11,work,isco08,siops08,isei08,dw15,dw16,dw19c,dw03,mstat,dp01,di01a,di02a,incc,di01b,di02b,di05,di06,hhincc,dh01,dh11,aq01,gs01,gd01,gd02,dg13,dg08,dg09,dg11,ls01,id02,id01,im01,im17,im18,im19,im20,im21,iw04,pd11,pi07,pi01,pi02,lp03,lp04,lp05,lp06,hs01,hs04,hs05,hs06,hs07,hs09,land,bik,gkpol
2,1,2,60,4,16,1,3,3,3,2,5223,42.78,28.48,30,NA,NA,NA,4,2,NA,12,12,NA,NA,NA,12,12,2,NA,7,4,NA,NA,NA,NA,NA,NA,8,2,1,2,4,4,4,4,4,1,4,1,NA,NA,1,1,1,2,1,NA,4,3,2,5,150,4,3
1,1,1,59,3,2,4,2,3,3,1,8131,31.55,29.14,44.5,1,NA,NA,1,NA,3000,NA,19,6000,NA,6000,NA,24,1,1,7,4,2003,18,2,2,NA,2,9,2,3,1,2,3,3,2,2,2,2,2,2,NA,1,2,1,2,2,3,4,2,2,5,90,5,3
1,1,2,51,3,2,4,3,3,3,2,1420,45.13,51.56,32.5,1,NA,NA,1,NA,1300,NA,11,3500,NA,3500,NA,20,1,1,7,3,1973,48,4,2,NA,2,8,2,3,NA,4,4,3,3,3,1,1,NA,1,1,1,2,1,1,3,NA,NA,NA,NA,NA,90,3,3
2,1,1,25,1,13,1,5,5,7,4,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,NA,50000,NA,50000,NA,26,1,4,7,3,2002,19,6,NA,1,1,3,3,2,NA,1,2,4,4,4,1,2,NA,1,3,1,1,1,2,2,NA,NA,NA,NA,NA,120,9,4
1,3,1,62,4,8,4,5,5,7,1,2635,53.89,70.5,39,1,NA,NA,4,1,2900,NA,18,5100,NA,5100,NA,23,1,1,4,3,NA,NA,NA,NA,NA,NA,10,3,3,2,2,1,4,4,4,1,2,2,1,3,1,2,2,2,2,4,4,2,3,5,60,7,3
2,1,1,59,3,8,3,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,15,15,NA,NA,NA,NA,NA,1,1,7,4,2017,4,5,NA,1,1,8,3,3,NA,2,4,3,2,2,2,1,NA,1,2,2,1,1,1,3,NA,NA,NA,NA,NA,130,7,1
1,1,2,65,4,1,4,NA,6,8,2,2330,62.63,82.41,16,1,NA,NA,1,NA,3000,NA,19,7000,NA,7000,NA,24,1,1,7,3,1985,36,5,2,NA,2,7,4,3,NA,3,2,2,2,2,1,2,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,60,10,3
1,3,1,50,3,95,NA,5,4,4,1,8189,25,24.16,40,1,4,NA,1,NA,3000,NA,19,4500,NA,4500,NA,22,1,1,5,4,2017,4,1,1,NA,1,8,2,3,NA,2,4,3,3,3,1,1,NA,1,3,2,NA,1,1,3,NA,NA,NA,NA,NA,80,3,3
1,1,2,36,2,17,2,3,3,3,2,4110,42.09,43.33,25,1,NA,NA,6,NA,NA,8,8,NA,10,NA,10,10,1,1,1,4,2012,9,1,1,NA,2,5,3,2,1,2,2,3,2,3,1,2,1,2,NA,2,1,1,1,3,1,1,4,4,2,30,NA,4
2,1,2,25,1,12,1,5,3,3,4,NA,NA,NA,NA,NA,NA,6,5,2,NA,NA,NA,NA,15,NA,15,15,1,1,4,1,9000,25,NA,NA,1,1,2,2,3,NA,2,2,3,3,4,1,2,NA,2,NA,1,1,1,2,2,NA,NA,NA,NA,NA,112,10,7
2,1,1,44,2,12,1,5,4,4,1,NA,NA,NA,NA,3,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,5,NA,1,NA,2,1,NA,2,4,2,2,2,1,3,NA,1,NA,2,3,3,4,2,5,3,120,9,4
1,1,1,59,3,1,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,6,6,NA,16,NA,16,16,1,1,4,3,NA,NA,NA,NA,NA,NA,3,1,NA,2,1,2,2,3,3,1,2,NA,2,NA,1,2,1,1,5,3,3,2,4,2,80,8,5
2,1,1,46,3,14,1,4,4,4,1,3334,49,62.39,40,1,NA,NA,1,NA,2500,NA,17,5500,NA,5500,NA,23,1,3,7,5,2000,21,1,NA,2,2,8,3,3,NA,4,4,3,3,3,1,1,NA,2,NA,2,2,1,2,2,NA,NA,NA,NA,NA,130,2,2
1,1,2,44,2,95,NA,6,5,7,4,NA,NA,NA,NA,NA,NA,6,4,2,NA,13,13,NA,13,NA,13,13,1,2,4,3,2000,21,6,2,NA,2,7,NA,NA,NA,2,3,2,2,1,2,1,NA,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,80,10,6
1,1,1,50,3,8,4,5,5,7,1,1324,57.21,58.07,50,1,NA,NA,1,NA,NA,23,23,NA,23,NA,23,23,1,3,7,3,2001,20,1,2,NA,1,8,4,3,NA,2,3,1,3,2,2,1,NA,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,50,9,4
1,1,2,39,2,10,4,2,2,2,4,NA,NA,NA,NA,NA,NA,4,5,2,NA,NA,NA,900,NA,900,NA,8,1,2,4,2,NA,NA,NA,NA,NA,NA,3,1,2,2,2,4,4,3,2,1,2,1,1,2,1,1,1,1,4,1,2,4,4,1,100,8,6
2,1,2,49,3,14,1,3,3,3,1,3412,49,52.72,40,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,3,2004,17,3,NA,2,2,7,3,3,1,4,4,4,1,2,3,2,1,1,1,2,2,2,2,2,2,4,2,2,5,130,4,4
1,1,2,21,1,8,4,5,3,3,4,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,1,1,1,2,4,3,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,NA,3,3,1,2,NA,1,3,1,NA,1,1,2,2,2,3,4,2,50,8,6
1,1,2,60,4,9,4,2,3,3,4,NA,NA,NA,NA,NA,NA,6,5,1,NA,8,8,NA,NA,NA,8,8,2,NA,3,1,2007,14,2,1,NA,2,5,1,2,2,3,1,1,3,3,1,2,1,1,3,1,1,1,1,4,4,3,3,4,3,20,10,7
2,1,2,77,5,13,1,NA,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,14,14,NA,20,NA,20,20,1,1,4,1,1982,39,1,NA,2,2,8,3,3,2,1,3,3,3,3,1,2,2,1,2,1,2,2,2,2,4,3,2,2,5,112,10,7
1,1,1,21,1,8,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,1,1100,NA,9,NA,NA,1100,NA,9,2,NA,8,2,2020,1,1,1,NA,1,8,3,3,NA,3,4,2,3,3,2,1,NA,1,2,1,2,1,2,2,NA,NA,NA,NA,NA,50,10,6
2,1,1,60,4,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,11,11,NA,17,NA,17,17,1,1,6,1,1999,22,1,NA,1,2,9,4,3,2,1,2,3,3,4,1,1,2,1,1,1,2,2,2,2,4,5,2,1,5,112,10,7
2,1,2,55,3,14,1,3,3,3,2,5223,42.78,28.48,25,1,5,NA,1,NA,NA,8,8,NA,17,NA,17,17,1,1,7,4,2004,17,6,NA,2,2,7,3,2,NA,4,4,1,2,4,1,3,NA,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,130,2,2
1,1,1,52,3,8,4,4,5,7,1,4322,44,41.63,40,1,NA,NA,1,NA,NA,23,23,NA,25,NA,25,25,1,2,7,3,2003,18,1,2,NA,2,9,3,3,NA,3,2,3,3,3,2,1,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,60,9,3
2,1,2,66,4,14,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,17,NA,17,17,1,1,7,4,1997,24,2,NA,1,2,8,2,2,2,3,3,4,2,4,2,1,1,2,NA,1,2,1,2,1,4,4,2,2,5,130,7,1
1,1,1,26,1,6,4,5,5,7,1,NA,NA,NA,40,1,NA,NA,6,NA,2350,NA,16,NA,NA,2350,NA,16,2,NA,7,3,NA,NA,NA,NA,NA,NA,8,3,3,2,3,4,1,2,3,1,1,1,1,1,1,1,2,1,1,3,3,3,3,4,60,7,3
2,1,1,42,2,16,1,5,4,4,1,5412,40.89,51.5,42,1,NA,NA,1,NA,2970,NA,18,NA,20,NA,20,20,1,3,7,3,2010,11,1,NA,1,2,5,3,3,NA,2,2,4,3,3,1,2,NA,2,NA,1,2,1,1,3,NA,NA,NA,NA,NA,150,5,3
1,1,1,71,4,7,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,17,17,NA,21,NA,21,21,1,1,6,3,9000,71,NA,2,NA,2,8,3,3,NA,2,3,2,2,4,2,1,NA,1,3,1,2,1,2,2,NA,NA,NA,NA,NA,30,5,4
2,1,1,77,5,17,1,4,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,14,14,NA,18,NA,18,18,1,1,6,1,1969,52,4,NA,2,2,5,3,3,2,3,4,3,4,3,2,2,2,1,3,1,2,1,2,3,3,4,2,2,5,160,8,6
1,1,2,48,3,6,4,3,3,3,2,3322,47,57.03,35,1,NA,NA,1,NA,NA,15,15,NA,22,NA,22,22,1,3,7,3,NA,NA,NA,NA,NA,NA,7,3,2,2,2,2,3,3,3,2,2,1,1,3,1,2,1,2,2,1,2,4,3,3,60,7,3
1,1,2,68,4,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2,2,NA,13,NA,13,13,1,1,7,4,1973,48,1,1,NA,2,9,3,2,1,1,3,2,2,3,1,2,2,1,3,1,1,1,1,3,3,4,2,3,4,50,7,3
1,1,1,26,1,1,4,4,5,5,1,2359,68,66.42,40,1,NA,NA,5,1,2150,NA,15,NA,NA,2150,NA,15,2,NA,4,3,NA,NA,NA,NA,NA,NA,7,3,2,1,3,3,3,3,NA,1,2,2,2,NA,NA,2,NA,1,3,2,3,3,3,4,80,9,3
2,1,1,50,3,15,1,3,3,3,1,7411,44.01,36.35,40,1,NA,NA,5,2,NA,11,11,NA,NA,NA,11,11,2,NA,4,2,NA,NA,NA,NA,NA,NA,8,2,3,1,1,2,NA,2,2,2,2,1,2,NA,2,1,2,1,2,4,5,1,2,4,140,9,3
1,1,1,69,4,8,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,16,16,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,9,3,3,2,2,3,3,3,3,3,2,2,1,3,2,2,1,1,2,4,5,2,3,5,50,10,6
1,1,2,64,4,7,4,3,2,2,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7,4,9000,64,NA,2,NA,2,6,3,3,2,2,3,3,2,3,2,2,1,1,1,1,1,1,1,4,3,3,2,3,3,30,3,3
2,1,2,44,2,13,1,5,4,4,1,3256,50,44.92,39,1,NA,NA,5,2,NA,16,16,NA,NA,NA,16,16,2,NA,3,1,9000,44,NA,NA,1,2,8,3,3,NA,3,3,2,2,3,1,1,NA,1,2,1,2,1,2,1,NA,NA,NA,NA,NA,112,10,7
2,1,2,73,4,12,1,3,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,12,12,NA,18,NA,18,18,1,1,5,3,NA,NA,NA,NA,NA,NA,7,3,1,2,1,3,2,1,3,1,1,1,1,2,2,2,1,1,3,5,3,2,2,2,120,3,3
2,1,2,70,4,12,1,3,5,5,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,13,13,NA,NA,NA,13,13,2,NA,3,2,NA,NA,NA,NA,NA,NA,8,3,3,2,1,4,4,4,4,3,1,1,1,2,NA,1,1,2,2,5,3,3,3,4,150,7,5
2,1,2,60,4,15,1,3,5,5,1,3221,44,56,40,1,NA,NA,3,2,NA,16,16,NA,NA,NA,16,16,2,NA,4,4,9000,60,NA,NA,2,2,8,3,2,2,3,3,4,4,3,1,2,1,2,NA,1,2,1,1,3,3,3,2,3,4,140,NA,NA
2,1,2,66,4,16,1,5,5,7,4,NA,NA,NA,NA,NA,NA,2,5,1,NA,7,7,NA,13,NA,13,13,1,1,4,1,9000,66,NA,NA,2,2,6,3,2,NA,2,3,2,2,3,3,1,NA,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,150,8,6
2,1,1,33,2,17,1,5,4,4,1,5244,26,38.88,40,1,NA,NA,5,2,NA,14,14,NA,16,NA,16,16,1,1,7,4,9000,33,NA,NA,1,2,6,2,1,NA,1,3,2,3,4,2,2,NA,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,160,5,3
1,1,1,20,1,1,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,1,NA,4,4,NA,NA,NA,NA,NA,1,2,6,1,9000,20,NA,2,NA,1,7,4,3,NA,3,4,3,4,4,1,1,NA,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,80,10,7
1,1,1,79,5,1,4,1,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,1995,26,3,2,NA,2,8,3,3,1,1,2,4,4,3,2,1,2,1,2,1,2,2,1,3,4,2,5,5,3,80,2,2
2,1,2,83,5,15,1,4,5,5,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,1969,52,5,NA,2,2,3,3,2,1,3,2,3,2,1,1,1,2,1,3,1,2,2,2,3,3,3,2,4,2,140,8,6
1,2,2,22,1,1,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,17,NA,17,17,1,3,6,1,NA,NA,NA,NA,NA,NA,8,3,3,1,2,2,3,3,2,1,1,2,1,2,NA,NA,NA,2,1,2,4,2,3,5,80,10,7
2,1,1,37,2,17,1,5,5,5,1,8332,33,25.95,42.5,1,NA,NA,1,NA,NA,14,14,NA,20,NA,20,20,1,4,7,3,NA,NA,NA,NA,NA,NA,7,2,2,2,3,2,4,4,4,1,2,2,1,2,1,2,1,1,1,3,4,2,3,5,160,5,3
1,1,1,21,1,1,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,NA,NA,2,NA,2,2,1,2,1,1,2020,1,3,2,NA,1,6,3,4,2,3,4,2,2,2,3,1,1,2,NA,2,2,2,2,1,2,2,4,3,2,80,10,7
1,1,1,53,3,18,NA,NA,5,5,1,NA,NA,NA,38,3,NA,NA,1,NA,2200,NA,15,3200,NA,3200,NA,19,1,1,7,3,NA,NA,NA,NA,NA,NA,9,2,3,1,3,4,2,2,3,1,1,2,2,NA,2,2,2,1,1,3,4,2,3,4,90,7,3
1,1,2,59,3,2,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,1700,NA,13,4000,NA,4000,NA,21,1,2,7,4,1988,33,1,2,NA,2,8,3,3,NA,3,3,4,3,2,2,1,NA,1,2,1,2,1,1,4,NA,NA,NA,NA,NA,90,3,3
1,1,1,26,1,4,4,5,3,3,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,13,NA,13,13,1,2,4,1,NA,NA,NA,NA,NA,NA,3,NA,NA,2,4,3,4,4,4,1,2,1,1,2,1,2,1,1,1,3,3,2,2,3,111,10,7
1,1,1,32,2,8,4,4,4,4,2,3313,43.81,55.25,35,1,3,NA,5,1,NA,7,7,NA,20,NA,20,20,1,1,6,1,9000,32,NA,2,NA,2,9,4,3,NA,2,1,1,4,4,1,2,NA,1,3,1,2,1,2,1,NA,NA,NA,NA,NA,50,10,7
1,1,2,25,1,11,4,3,3,3,2,NA,NA,NA,30,1,NA,NA,5,1,NA,9,9,NA,17,NA,17,17,1,2,1,3,2014,7,3,1,NA,2,7,3,1,2,2,2,2,3,3,1,3,1,1,1,1,1,1,1,3,2,3,2,3,4,10,8,5
2,1,1,80,5,17,1,3,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,11,11,NA,14,NA,14,14,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,2,3,3,2,3,2,1,1,2,2,2,2,2,3,3,3,2,2,3,120,7,6
1,1,2,47,3,8,4,5,5,7,2,2212,78.01,81.92,30,1,NA,NA,1,NA,NA,18,18,NA,22,NA,22,22,1,2,7,3,2009,12,1,1,NA,1,8,4,3,2,3,2,4,4,4,1,2,1,1,2,1,2,1,1,3,2,3,4,4,5,50,10,4
1,1,2,54,3,9,4,3,3,3,1,5311,23,24.98,39,NA,NA,NA,1,NA,2400,NA,16,5000,NA,5000,NA,23,1,2,7,3,1994,27,1,1,NA,1,9,3,3,2,3,2,3,2,3,3,1,2,1,2,2,2,2,2,3,3,4,2,3,5,70,8,3
1,1,2,23,1,7,4,4,5,5,1,3321,46,60.29,38.5,1,NA,NA,5,2,NA,15,15,NA,NA,NA,15,15,2,NA,6,3,NA,NA,NA,NA,NA,NA,8,3,2,2,3,3,2,3,3,2,1,1,1,2,2,2,2,2,2,3,4,2,2,4,30,9,3
1,1,2,64,4,95,NA,3,2,2,3,NA,NA,NA,NA,NA,NA,4,1,NA,NA,3,3,NA,11,NA,11,11,1,1,4,4,NA,NA,NA,NA,NA,NA,5,2,2,1,2,3,3,2,1,1,3,1,1,3,2,2,2,2,4,2,2,3,2,2,90,5,3
1,1,1,42,2,2,4,3,3,3,1,7122,32.27,22.75,47,1,NA,NA,5,1,NA,21,21,NA,22,NA,22,22,1,3,7,4,2012,9,1,2,NA,2,7,3,3,NA,3,4,4,3,3,2,1,NA,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,90,3,3
1,3,2,24,1,95,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,2000,NA,2000,NA,15,1,1,4,1,NA,NA,NA,NA,NA,NA,3,1,3,1,4,1,1,1,4,1,1,1,2,NA,2,2,1,1,1,3,3,3,2,5,30,10,7
2,1,NA,75,5,12,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,8,NA,NA,NA,8,8,2,NA,1,3,NA,NA,NA,NA,NA,NA,8,NA,NA,1,NA,1,2,NA,3,1,2,2,1,3,1,1,1,1,NA,4,2,3,4,3,120,4,4
1,1,1,49,3,2,4,2,3,3,1,3119,46,51.35,37.5,1,NA,NA,5,1,NA,15,15,NA,21,NA,21,21,1,1,NA,4,9000,49,NA,2,NA,2,8,3,2,1,4,4,2,2,2,1,1,1,1,2,1,1,2,2,3,5,5,2,2,5,90,4,2
1,1,1,87,5,4,4,1,1,1,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,13,13,NA,NA,NA,13,13,2,NA,4,1,9000,87,NA,2,NA,2,3,2,2,NA,1,2,3,3,2,1,2,NA,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,111,10,7
2,1,1,78,5,16,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,15,NA,15,15,1,1,6,3,9000,78,NA,NA,2,2,5,2,2,1,1,3,1,3,2,1,2,1,1,1,1,1,1,1,4,5,3,4,5,5,150,3,3
1,1,1,54,3,7,4,3,5,5,1,4110,42.09,43.33,65,1,NA,NA,1,NA,5500,NA,23,6000,NA,6000,NA,24,1,3,7,4,2002,19,1,1,NA,1,7,4,2,NA,4,3,3,2,4,2,2,NA,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,90,7,3
1,1,2,70,4,1,4,3,5,5,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,13,13,NA,NA,NA,13,13,2,NA,4,3,1968,53,3,1,NA,2,7,2,2,NA,3,2,3,3,3,1,2,NA,1,3,1,2,1,2,3,NA,NA,NA,NA,NA,80,8,5
2,1,2,70,4,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,1500,NA,13,2500,NA,2500,NA,17,1,1,5,1,1998,23,NA,NA,1,2,8,3,3,NA,2,2,2,2,1,1,1,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,140,8,6
1,2,2,38,2,95,NA,5,5,7,2,2411,58.45,76.65,30,3,NA,NA,1,NA,NA,14,14,NA,23,NA,23,23,1,2,6,1,2009,12,6,1,NA,1,7,4,3,NA,2,4,4,1,1,2,1,NA,1,1,2,2,1,2,1,NA,NA,NA,NA,NA,50,10,7
1,1,1,22,1,7,4,5,3,3,4,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,NA,NA,22,NA,22,22,1,2,NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,1,4,3,3,2,2,1,1,3,1,2,1,2,1,4,2,2,3,2,30,4,4
1,1,2,48,3,8,4,3,3,3,1,4211,40.28,48.1,45,1,NA,NA,NA,1,NA,15,15,NA,21,NA,21,21,1,1,7,4,9000,48,NA,2,NA,2,5,2,3,NA,3,3,3,3,4,2,2,NA,2,NA,1,2,1,2,3,NA,NA,NA,NA,NA,50,3,3
1,2,2,52,3,8,4,3,3,3,2,5111,50,46.76,20,3,NA,NA,4,1,NA,14,14,NA,15,NA,15,15,1,1,6,3,NA,NA,NA,NA,NA,NA,8,3,2,1,3,3,2,3,3,2,1,1,1,1,1,2,1,1,1,3,3,2,2,4,50,4,4
1,2,1,57,3,18,NA,3,3,3,1,7222,39.96,33.16,40,1,NA,NA,1,NA,2800,NA,18,NA,NA,2800,NA,18,2,NA,7,3,1996,25,1,2,NA,2,9,3,3,1,4,4,2,2,2,1,1,2,1,2,2,2,2,2,2,4,4,1,2,5,90,5,3
1,1,1,51,3,2,4,5,5,7,2,2330,62.63,82.41,20,1,NA,NA,1,NA,NA,16,16,NA,23,NA,23,23,1,4,4,2,2002,19,4,1,NA,1,7,3,4,NA,3,2,3,4,4,1,2,NA,1,3,1,2,1,2,2,NA,NA,NA,NA,NA,90,10,7
2,1,1,47,3,17,1,3,3,3,1,7412,38,36.92,41,1,NA,NA,1,NA,2100,NA,15,3200,NA,3200,NA,19,1,3,7,4,NA,NA,NA,NA,NA,NA,8,NA,2,1,3,3,2,3,3,2,2,1,1,2,1,1,1,1,2,3,4,2,2,4,160,4,4
2,1,1,50,3,16,1,5,6,8,1,1221,52,71.39,60,1,NA,NA,1,NA,7700,NA,25,11000,NA,11000,NA,26,1,3,7,1,1991,30,2,NA,1,1,9,5,3,NA,3,4,3,3,3,4,1,NA,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,150,8,6
1,1,2,39,2,8,4,5,5,7,1,5120,30.98,24.53,60,1,NA,NA,5,2,NA,14,14,NA,NA,NA,14,14,2,NA,4,3,NA,NA,NA,NA,NA,NA,5,2,3,2,2,1,3,4,4,1,1,2,1,2,2,2,2,2,3,1,1,5,5,3,50,8,6
1,1,1,37,2,8,4,5,5,6,1,2141,54,79.05,42,1,NA,NA,1,NA,5000,NA,23,6000,NA,6000,NA,24,1,5,7,3,NA,NA,NA,NA,NA,NA,8,3,4,1,1,3,3,2,3,2,1,1,1,2,2,2,1,2,2,1,3,4,3,5,50,4,4
1,1,1,61,4,7,4,5,5,7,1,2351,62.28,77.88,40,3,NA,NA,1,NA,2500,NA,17,4200,NA,4200,NA,21,1,3,7,4,2017,4,1,2,NA,1,10,4,3,1,2,1,1,1,1,2,1,2,1,3,1,2,1,2,1,5,3,1,2,3,30,7,5
1,1,2,70,4,1,4,4,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,1989,32,3,1,NA,1,7,3,2,NA,2,2,3,3,3,2,2,NA,1,3,1,2,1,1,2,NA,NA,NA,NA,NA,80,3,3
2,1,2,83,5,13,1,4,5,6,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,10,10,NA,18,NA,18,18,1,1,7,3,NA,NA,NA,NA,NA,2,5,2,2,1,2,4,2,2,2,1,1,1,2,NA,1,2,2,2,4,5,4,3,4,5,120,5,2
1,1,1,59,3,12,2,3,3,3,1,1349,75,65.01,40,1,NA,NA,1,NA,2650,NA,17,4400,NA,4400,NA,21,1,1,4,1,1988,33,1,1,NA,1,9,3,2,2,4,2,4,2,3,1,1,1,1,1,2,2,1,1,3,3,3,2,2,5,111,10,7
2,1,1,48,3,13,1,3,3,3,1,1349,75,65.01,42,1,3,NA,5,1,NA,13,13,NA,20,NA,20,20,1,1,7,3,2019,2,1,NA,1,1,5,2,1,2,2,4,3,3,4,2,3,NA,1,3,1,1,1,1,2,3,4,4,3,4,120,9,4
1,3,1,34,2,95,NA,5,5,6,4,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,12,NA,12,12,1,5,4,3,NA,NA,NA,NA,NA,NA,5,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,3,4,3,3,4,50,8,6
1,1,2,68,4,5,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,14,14,NA,NA,NA,14,14,2,NA,4,1,9000,68,NA,1,NA,1,5,4,4,NA,2,2,3,3,3,2,2,NA,1,3,1,2,2,2,3,NA,NA,NA,NA,NA,20,10,7
1,3,1,27,1,95,NA,3,2,2,4,NA,NA,NA,NA,NA,NA,3,1,NA,2000,NA,15,NA,15,NA,15,15,1,2,4,1,NA,NA,NA,NA,NA,NA,8,NA,3,1,1,1,1,2,2,1,NA,2,2,NA,1,2,NA,1,2,1,2,3,3,5,90,10,7
2,1,1,61,4,16,1,3,3,3,1,8219,39.34,24.68,60,1,4,NA,4,2,NA,13,13,NA,NA,NA,13,13,2,NA,3,3,NA,NA,NA,NA,NA,NA,7,2,3,1,3,3,2,1,4,2,2,1,1,3,2,2,1,1,1,3,5,2,2,2,150,7,5
2,1,2,57,3,9,3,5,5,6,2,3221,44,56,24,1,NA,NA,1,NA,NA,10,10,NA,19,NA,19,19,1,1,5,3,2011,10,6,NA,1,2,9,3,3,1,3,3,2,2,2,2,1,2,1,2,1,2,2,1,3,3,4,2,2,4,160,NA,5
2,1,2,40,2,15,1,3,3,3,2,2635,53.89,70.5,30,1,NA,NA,5,1,NA,12,12,NA,19,NA,19,19,1,3,1,1,9000,40,NA,NA,NA,NA,NA,2,2,NA,2,1,3,3,4,1,2,NA,1,3,1,2,1,1,3,NA,NA,NA,NA,NA,140,10,7
1,1,2,58,3,11,4,5,5,7,2,3359,54.64,64.4,35,1,NA,NA,1,NA,3700,NA,20,5700,NA,5700,NA,23,1,2,7,3,1999,22,1,2,NA,2,8,3,3,NA,2,1,2,3,3,1,1,NA,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,10,7,3
1,1,1,70,4,2,4,2,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,1700,NA,13,NA,NA,NA,NA,NA,1,1,7,3,1986,35,1,2,NA,2,8,3,3,1,2,NA,NA,3,3,2,2,2,1,3,1,2,1,1,3,3,3,3,3,3,90,8,5
1,1,2,51,3,1,4,2,3,3,1,1342,73.51,65.01,40,1,NA,NA,5,1,1800,NA,14,2400,NA,2400,NA,16,1,1,7,3,2015,6,1,1,NA,1,7,3,3,NA,4,2,3,3,3,2,1,NA,1,3,2,1,1,1,2,NA,NA,NA,NA,NA,60,7,3
1,1,2,56,3,7,4,4,5,6,1,5414,27.89,23.8,40,1,NA,NA,4,1,NA,17,17,NA,20,NA,20,20,1,1,4,3,NA,NA,NA,NA,NA,NA,7,3,2,2,2,4,3,3,3,2,1,1,1,2,1,1,1,1,3,2,4,2,3,5,30,5,4
2,1,1,67,4,15,1,2,3,3,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,8,NA,1,1,1,1,1,3,3,1,2,2,1,3,1,2,1,2,2,4,4,2,2,5,140,NA,NA
