respid,eastwest,german,sex,age,agec,dg10,dg03,educ,isced97,iscd11,work,isco08,siops08,isei08,dw15,dw16,dw19c,dw03,mstat,dp01,di01a,di02a,incc,di01b,di02b,di05,di06,hhincc,dh01,dh11,aq01,gs01,gd01,gd02,dg13,dg08,dg09,dg11,ls01,id02,id01,im01,im17,im18,im19,im20,im21,iw04,pd11,pi07,pi01,pi02,lp03,lp04,lp05,lp06,hs01,hs04,hs05,hs06,hs07,hs09,land,bik,gkpol
1724,1,1,2,53,3,14,2,5,4,4,2,5329,29,26.64,30,NA,NA,NA,4,2,NA,5,5,NA,NA,NA,5,5,2,NA,3,1,2015,6,1,1,NA,1,5,2,3,NA,NA,1,4,3,3,1,1,NA,2,NA,2,2,2,2,4,NA,NA,NA,NA,NA,111,10,7
1725,1,1,1,66,4,9,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,14,14,NA,23,NA,23,23,1,2,7,3,1988,33,1,2,NA,2,8,3,3,NA,1,3,2,1,3,2,1,NA,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,70,6,5
1726,2,1,2,48,3,14,1,3,5,5,2,4211,40.28,48.1,41,1,NA,NA,4,1,2900,NA,18,NA,NA,NA,NA,NA,1,1,7,2,2020,1,1,NA,2,2,8,4,2,NA,3,3,2,3,2,3,1,NA,2,NA,1,2,2,2,2,NA,NA,NA,NA,NA,120,10,4
1727,1,1,1,75,5,8,4,5,6,8,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,3,2,2,2,2,2,2,1,1,1,2,2,2,1,2,4,4,2,3,4,90,8,6
1728,1,1,2,19,1,2,4,3,3,3,1,3334,49,62.39,40.5,1,NA,NA,5,2,NA,15,15,NA,NA,NA,NA,NA,1,3,7,4,9000,19,NA,1,NA,2,7,3,3,1,3,2,4,4,3,3,1,1,1,2,2,2,2,1,3,2,3,3,3,3,90,9,2
1729,1,3,1,45,3,95,NA,5,5,6,4,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,2800,NA,2800,NA,18,1,5,3,1,2008,13,6,2,NA,2,9,2,1,NA,4,3,2,2,2,3,1,NA,1,2,1,2,1,2,3,NA,NA,NA,NA,NA,50,10,6
1730,2,1,2,92,6,15,1,6,5,7,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,1935,86,NA,NA,2,2,7,2,3,NA,2,2,3,2,3,2,2,NA,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,140,3,3
1731,1,1,2,53,3,1,4,3,5,5,1,2151,65,80.78,41,1,3,NA,5,1,NA,16,16,NA,24,NA,24,24,1,1,4,3,NA,NA,NA,NA,NA,NA,8,4,1,1,4,4,1,1,1,3,1,1,1,2,2,2,1,1,3,2,2,5,5,3,80,8,5
1732,1,1,2,69,4,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,23,NA,23,23,1,1,5,5,1985,36,6,2,NA,2,10,3,3,1,2,2,3,2,3,1,1,2,1,3,2,2,2,2,3,2,4,3,2,3,50,8,6
1733,2,1,1,69,4,15,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,10,10,NA,NA,NA,10,10,2,NA,4,3,2007,14,1,NA,1,2,8,2,2,1,1,4,1,1,4,1,1,1,1,2,1,1,1,1,3,4,3,3,3,1,140,NA,NA
1734,1,1,2,NA,NA,95,NA,3,3,3,2,NA,NA,NA,30,3,3,NA,1,NA,NA,8,8,NA,15,NA,15,15,1,1,1,4,NA,NA,NA,NA,NA,NA,6,NA,3,1,3,2,3,3,3,2,2,1,1,1,1,1,1,NA,3,3,3,2,4,3,10,7,3
1735,1,1,2,82,5,1,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,20,20,NA,NA,NA,20,20,2,NA,7,4,NA,NA,NA,NA,NA,NA,8,4,3,1,2,4,2,3,3,1,1,2,1,3,2,2,1,1,3,4,4,2,3,2,90,7,3
1736,1,1,1,52,3,2,4,3,3,3,4,NA,NA,NA,NA,NA,NA,6,1,NA,2400,NA,16,4800,NA,4800,NA,22,1,2,7,3,NA,NA,NA,NA,NA,NA,6,3,3,1,3,2,NA,2,3,2,2,2,2,NA,NA,2,NA,NA,4,4,5,2,3,5,90,7,3
1737,1,1,2,41,2,12,2,3,3,3,1,4110,42.09,43.33,32,1,4,NA,5,1,NA,12,12,NA,20,NA,20,20,1,1,7,3,2020,1,1,2,NA,2,7,3,4,2,3,3,4,4,4,3,1,2,1,3,2,1,1,1,3,2,3,3,4,5,30,3,3
1738,2,1,1,61,4,15,1,3,3,3,1,7223,37.87,28.7,40,1,NA,NA,1,NA,1450,NA,12,3000,NA,3000,NA,19,1,1,6,3,9000,61,NA,NA,1,2,7,2,2,NA,3,3,2,3,3,2,2,NA,1,2,1,2,1,2,2,NA,NA,NA,NA,NA,140,5,3
1739,1,1,2,36,2,8,4,5,4,4,1,3255,49.87,53.15,37,1,NA,NA,5,2,NA,12,12,NA,NA,NA,12,12,2,NA,4,3,2010,11,1,2,NA,1,8,3,1,1,3,1,4,3,3,1,1,1,1,3,2,2,2,2,1,3,3,3,3,3,50,5,4
1740,1,1,2,55,3,2,4,5,5,5,2,5311,23,24.98,30,1,NA,NA,1,NA,1486,NA,12,4200,NA,4200,NA,21,1,2,7,4,1989,32,1,2,NA,2,9,3,4,1,2,1,3,3,3,3,2,2,1,2,2,2,2,2,2,2,3,3,3,5,90,9,1
1741,2,1,1,75,5,16,1,5,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,11,11,NA,15,NA,15,15,1,1,7,4,1972,49,1,NA,2,2,7,3,2,NA,2,3,4,3,4,2,2,NA,1,1,1,2,1,1,3,NA,NA,NA,NA,NA,150,5,3
1742,2,1,1,67,4,16,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,NA,NA,NA,NA,1,1,7,4,9000,67,NA,NA,2,1,3,2,2,2,2,2,2,3,4,3,3,1,1,1,1,1,1,1,2,3,3,3,3,3,150,5,3
1743,1,1,2,56,3,7,4,2,2,2,1,9129,20.03,14.57,37.5,1,NA,NA,1,NA,NA,12,12,NA,24,NA,24,24,1,3,7,4,1992,29,2,1,NA,2,9,2,3,1,2,4,1,2,2,3,1,1,1,2,2,2,1,1,3,3,4,3,4,5,30,5,3
1744,1,1,2,24,1,1,4,4,5,7,1,2634,66,85.85,40,1,NA,NA,5,1,2200,NA,15,4100,NA,4100,NA,21,1,1,4,1,2018,3,5,2,NA,1,8,3,3,NA,3,3,2,3,3,2,1,NA,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,50,10,7
1745,2,1,2,66,4,17,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,15,NA,15,15,1,2,7,4,NA,NA,NA,NA,NA,NA,9,2,3,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,3,4,1,3,4,160,3,3
1746,2,1,1,47,3,16,1,5,5,7,1,NA,NA,NA,40,NA,5,NA,1,NA,4500,NA,22,NA,NA,4500,NA,22,2,NA,7,4,NA,NA,NA,NA,NA,NA,1,3,3,2,4,4,4,3,2,1,1,1,1,2,1,1,1,2,2,3,3,5,5,2,150,5,3
1747,1,1,1,40,2,2,4,2,3,3,1,4321,30.28,32.5,60,1,NA,NA,1,NA,NA,16,16,NA,19,NA,19,19,1,3,6,4,NA,NA,NA,NA,NA,NA,7,3,2,1,3,2,3,3,3,2,3,1,1,2,2,2,1,1,2,3,4,3,3,4,90,5,3
1748,2,1,2,41,2,13,1,3,3,3,1,3119,46,51.35,40,1,NA,NA,5,1,NA,14,14,NA,17,NA,17,17,1,3,7,3,2015,6,3,NA,2,2,6,2,2,2,1,4,4,4,4,1,2,2,1,3,1,1,1,1,3,1,2,5,5,4,120,4,4
1749,2,1,1,66,4,15,1,3,5,5,3,NA,NA,NA,NA,NA,NA,2,1,NA,1400,NA,12,2600,NA,2600,NA,17,1,1,7,3,NA,NA,NA,NA,NA,NA,10,1,3,1,1,4,1,1,1,1,1,1,1,1,2,2,2,2,1,5,5,1,1,5,140,5,3
1750,1,1,2,53,3,2,4,5,5,7,4,NA,NA,NA,NA,NA,NA,4,1,NA,NA,8,8,NA,26,NA,26,26,1,3,7,2,2001,20,1,2,NA,1,10,5,3,NA,3,3,2,3,2,3,2,NA,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,90,10,4
1751,1,1,2,61,4,2,4,5,6,8,1,3343,48.81,54.55,60,1,NA,NA,1,NA,NA,25,25,NA,26,NA,26,26,1,1,7,2,NA,NA,NA,NA,NA,NA,8,4,3,2,1,2,4,4,4,1,2,2,1,3,1,2,1,1,2,2,2,3,3,2,90,10,4
1752,2,1,2,42,2,16,1,5,5,7,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,18,18,NA,22,NA,22,22,1,3,4,1,2015,6,6,NA,2,1,9,3,1,NA,2,3,2,2,3,1,2,NA,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,150,8,6
1753,1,1,1,85,5,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,6,6,NA,NA,NA,6,6,2,NA,4,4,1998,23,2,NA,NA,2,7,3,2,1,2,1,2,2,2,1,2,1,2,NA,1,2,1,2,3,3,4,2,2,3,30,4,4
1754,1,3,1,27,1,8,4,5,5,6,1,NA,NA,NA,60,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,4,2,3,3,2,2,1,1,2,NA,2,1,1,2,2,2,3,2,5,50,9,4
1755,2,1,1,57,3,14,1,3,3,3,1,5223,42.78,28.48,38.5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7,3,2012,9,2,NA,2,2,8,2,3,NA,3,2,3,3,3,1,2,NA,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,120,9,4
1756,1,1,2,58,3,7,4,3,3,3,2,5151,37.03,25.2,30,1,NA,NA,1,NA,1400,NA,12,NA,21,NA,21,21,1,1,7,4,1989,32,2,2,NA,2,8,3,2,2,3,2,3,3,3,2,2,1,1,1,1,2,1,1,1,3,5,2,2,5,30,4,4
1757,1,1,1,79,5,6,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,7,7,NA,18,NA,18,18,1,1,7,4,NA,NA,NA,NA,NA,NA,1,3,2,1,3,1,1,1,2,1,1,2,1,3,1,1,1,1,5,5,2,4,4,3,60,3,3
1758,1,1,2,26,1,7,4,3,3,3,1,5223,42.78,28.48,37.5,1,NA,NA,5,1,NA,12,12,NA,19,NA,19,19,1,1,4,3,NA,NA,NA,NA,NA,NA,7,3,2,2,2,1,2,3,NA,1,2,1,1,1,1,1,1,1,3,2,2,3,5,5,10,4,3
1759,2,1,2,65,4,12,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,11,11,NA,14,NA,14,14,1,1,7,2,2003,18,1,NA,2,2,7,3,2,NA,2,3,3,2,2,1,1,NA,2,NA,1,1,1,2,2,NA,NA,NA,NA,NA,120,7,6
1760,1,1,2,27,1,17,2,3,3,3,1,5321,29,26.64,32.5,1,NA,NA,1,NA,NA,13,13,NA,20,NA,20,20,1,3,7,4,NA,NA,NA,NA,NA,NA,7,3,2,1,3,4,1,1,2,1,2,1,1,1,1,2,1,1,2,3,4,2,3,5,30,NA,4
1761,1,1,1,65,4,8,4,5,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,19,19,NA,19,NA,19,19,1,2,7,3,NA,NA,NA,NA,NA,NA,8,3,3,2,2,2,3,3,4,1,2,1,1,2,1,2,1,1,3,3,3,4,4,2,50,10,6
1762,2,1,1,61,4,14,1,3,3,3,1,7231,44,30.78,40,1,6,NA,5,1,NA,11,11,NA,11,NA,11,11,1,1,7,4,9000,61,NA,NA,2,2,9,2,2,1,2,3,2,2,4,1,2,2,1,2,1,2,1,2,2,5,5,1,2,5,130,3,1
1763,2,1,1,63,4,12,1,4,5,5,1,3122,45.94,40.54,40,NA,NA,NA,1,NA,NA,NA,NA,1400,NA,1400,NA,12,1,1,7,4,2012,9,1,NA,2,2,6,3,2,1,2,3,2,4,4,2,3,1,1,1,1,2,1,1,2,3,4,2,3,4,112,10,7
1764,2,1,2,85,5,17,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,3,2,NA,12,12,NA,NA,NA,12,12,2,NA,7,4,NA,NA,NA,NA,NA,NA,7,2,NA,1,2,1,4,4,3,2,1,2,2,NA,1,2,1,1,4,4,3,2,3,2,160,4,4
1765,2,1,1,59,3,15,1,3,3,3,1,8114,30,26.13,40,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,7,2,2,NA,3,3,3,NA,NA,2,2,2,2,NA,2,2,NA,NA,2,3,4,3,3,5,140,8,6
1766,1,1,1,59,3,95,NA,3,3,3,1,NA,NA,NA,40,1,NA,NA,1,NA,NA,16,16,NA,NA,NA,NA,NA,1,1,7,4,1995,26,NA,2,NA,1,9,2,3,NA,2,4,NA,1,1,3,1,NA,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,80,5,3
1767,2,1,2,46,3,15,1,5,5,7,1,NA,NA,NA,40,3,NA,NA,5,2,NA,14,14,NA,NA,NA,14,14,2,NA,4,2,9000,46,NA,NA,1,2,8,3,3,2,2,1,3,4,4,1,2,2,1,3,1,2,1,1,2,3,5,2,2,4,140,9,3
1768,1,1,2,33,2,11,4,5,5,7,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,14,14,NA,17,NA,17,17,1,3,5,5,2020,1,1,1,NA,2,8,3,3,NA,2,1,4,3,4,2,1,NA,1,3,1,2,2,1,2,NA,NA,NA,NA,NA,10,9,4
1769,2,1,2,56,3,14,1,3,3,3,1,9412,22,16.5,40,1,4,NA,1,NA,NA,10,10,NA,17,NA,17,17,1,1,7,4,1987,34,1,NA,1,1,8,3,2,NA,2,4,3,1,3,2,2,NA,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,130,3,1
1770,2,1,1,34,2,15,1,3,5,5,1,8219,39.34,24.68,60,NA,NA,NA,5,2,3000,NA,19,NA,NA,3000,NA,19,2,NA,4,1,NA,NA,NA,NA,NA,NA,6,2,1,1,2,3,3,3,3,2,2,2,1,2,1,2,1,2,3,3,3,2,2,3,140,10,7
1771,2,1,2,39,2,4,3,5,5,7,1,NA,NA,NA,40,1,3,NA,5,1,NA,20,20,NA,25,NA,25,25,1,1,4,1,NA,NA,NA,NA,NA,NA,8,NA,4,2,1,2,3,NA,3,2,1,2,1,3,NA,2,NA,2,1,3,5,2,3,5,112,10,7
1772,1,1,1,23,1,1,4,3,3,3,1,4321,30.28,32.5,40,1,5,NA,5,2,NA,16,16,NA,20,NA,20,20,1,2,7,4,9000,23,NA,1,NA,1,5,3,3,NA,1,3,3,3,3,1,1,NA,2,NA,2,2,1,2,3,NA,NA,NA,NA,NA,80,4,4
1773,2,1,1,42,2,2,3,5,5,7,1,NA,NA,NA,40,1,NA,NA,1,NA,3000,NA,19,5500,NA,5500,NA,23,1,3,7,4,2016,5,1,NA,1,1,8,3,3,1,3,3,2,3,3,1,1,2,1,3,2,2,1,2,2,3,4,2,3,4,160,8,6
1774,2,1,2,85,5,17,1,2,5,7,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,15,15,NA,NA,NA,15,15,2,NA,3,3,2014,7,4,NA,2,2,10,3,3,NA,NA,1,3,NA,NA,1,2,NA,1,3,1,2,1,2,2,NA,NA,NA,NA,NA,160,5,3
1775,2,1,2,80,5,12,1,4,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,10,10,NA,16,NA,16,16,1,1,4,1,NA,NA,NA,NA,NA,NA,5,3,2,1,2,1,2,1,2,1,1,2,1,2,1,NA,1,1,3,2,3,2,3,4,112,10,7
1776,1,1,2,22,1,8,4,4,3,3,1,4110,42.09,43.33,40,3,NA,NA,5,2,NA,5,5,NA,21,NA,21,21,1,2,7,4,NA,NA,NA,NA,NA,NA,8,2,2,NA,2,2,4,3,3,2,1,1,2,NA,1,2,1,1,2,2,4,3,3,4,50,4,4
1777,2,1,1,33,2,12,1,5,4,4,3,NA,NA,NA,NA,NA,NA,1,1,NA,702,NA,6,2200,NA,2200,NA,15,1,3,4,1,2012,9,1,NA,1,1,6,3,4,1,1,1,4,4,4,1,2,2,1,3,1,2,2,1,3,1,3,3,4,5,112,10,7
1778,2,1,1,27,1,14,1,4,5,6,4,NA,NA,NA,NA,NA,NA,3,5,2,NA,4,4,NA,12,NA,12,12,1,1,7,4,NA,NA,NA,NA,NA,NA,5,1,2,2,3,3,3,2,3,1,1,2,1,2,1,2,1,2,1,5,4,2,3,3,130,7,1
1779,2,1,2,40,2,12,1,4,5,5,2,4412,30.05,27.52,25,1,5,NA,1,NA,NA,8,8,NA,15,NA,15,15,1,1,4,3,2008,13,2,NA,1,1,7,2,2,NA,3,4,2,2,2,2,1,NA,1,2,2,1,1,2,3,NA,NA,NA,NA,NA,120,7,6
1780,2,1,1,66,4,13,1,4,5,7,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,13,13,NA,NA,NA,13,13,2,NA,7,2,NA,NA,NA,NA,NA,NA,7,3,2,2,1,2,4,4,4,1,2,2,1,3,2,2,2,2,2,5,4,2,4,3,120,9,4
1781,1,1,2,71,4,1,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,10,3,3,1,2,2,3,2,2,1,1,2,2,NA,1,1,1,1,1,4,5,2,2,5,80,10,6
1782,2,1,2,89,5,18,NA,1,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,18,NA,18,18,1,1,1,1,NA,NA,NA,NA,NA,NA,7,2,2,NA,2,3,NA,1,2,1,1,2,1,2,2,2,1,2,4,5,4,3,4,5,150,7,5
1783,2,1,1,35,2,15,1,5,5,7,1,2522,51,75.13,41,1,NA,NA,5,1,2100,NA,15,3300,NA,3300,NA,19,1,1,6,3,2015,6,1,NA,1,1,8,3,3,2,3,3,3,3,3,2,1,2,1,2,1,2,1,1,1,2,4,2,2,5,140,7,4
1784,1,1,2,64,4,9,4,4,5,5,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,16,NA,16,16,1,2,7,4,NA,NA,NA,NA,NA,NA,7,3,2,1,3,2,2,3,4,2,2,1,1,3,1,2,1,1,4,3,3,2,2,4,70,1,1
1785,1,1,2,70,4,7,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,4,2,2228,NA,15,NA,NA,2228,NA,15,2,NA,6,3,NA,NA,NA,NA,NA,NA,7,3,2,2,2,1,4,3,4,1,2,2,1,3,1,1,1,2,2,4,4,2,2,3,30,7,5
1786,1,1,2,78,5,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,NA,15,NA,15,15,1,1,6,2,9000,78,NA,2,NA,2,7,3,3,1,1,2,2,3,2,3,2,2,1,3,1,2,1,1,2,4,4,4,3,4,50,10,7
1787,1,1,2,75,5,7,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,5,5,NA,14,NA,14,14,1,3,7,1,NA,NA,NA,NA,NA,NA,9,3,2,2,1,4,2,2,4,2,2,2,1,2,1,1,1,2,2,4,5,2,2,5,111,10,7
1788,1,3,2,51,3,7,4,5,5,7,2,3341,48.81,62.13,30,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,3,3,3,2,3,2,3,3,3,2,2,2,1,3,1,NA,1,2,3,3,3,4,4,5,30,8,6
1789,1,1,1,37,2,7,4,3,3,3,1,8189,25,24.16,35.5,1,NA,NA,1,NA,NA,16,16,NA,23,NA,23,23,1,7,7,4,2017,4,1,2,NA,1,8,3,2,NA,4,2,3,2,2,1,1,NA,1,3,1,2,1,1,2,NA,NA,NA,NA,NA,30,NA,4
1790,1,1,2,48,3,11,4,5,4,4,2,4110,42.09,43.33,24,1,NA,NA,1,NA,NA,8,8,NA,NA,NA,NA,NA,1,2,7,3,9000,48,NA,1,NA,1,9,3,3,1,3,3,3,3,3,2,2,2,1,2,1,2,1,1,2,5,3,2,3,4,10,10,4
1791,1,1,2,79,5,5,4,3,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,6,6,NA,NA,NA,NA,NA,1,1,7,3,1980,41,6,1,NA,1,NA,3,3,NA,2,3,2,2,2,2,2,NA,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,10,9,4
1792,1,1,2,41,2,1,4,5,5,7,1,4312,34,57.38,40,1,NA,NA,1,NA,NA,16,16,NA,22,NA,22,22,1,2,7,3,1993,28,6,1,NA,1,8,4,3,NA,3,4,2,2,3,3,1,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,80,4,4
1793,1,1,2,76,5,1,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,5,1,NA,14,14,NA,20,NA,20,20,1,1,6,3,1978,43,2,2,NA,2,2,3,3,2,2,3,3,3,3,2,2,2,1,2,1,1,2,2,2,3,3,2,2,4,80,8,5
1794,1,3,1,35,2,10,4,5,3,3,1,5131,21.67,25.04,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,2,3,2,2,3,1,2,NA,2,NA,1,2,1,1,2,NA,NA,NA,NA,NA,100,8,6
1795,1,1,1,77,5,8,4,2,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,13,13,NA,17,NA,17,17,1,1,7,1,1955,66,2,2,NA,2,NA,3,3,NA,3,4,3,2,2,2,1,NA,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,50,10,7
1796,1,1,1,41,2,2,4,4,3,3,1,NA,NA,NA,40,1,NA,NA,5,2,1700,NA,13,4000,NA,4000,NA,21,1,2,4,5,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,4,4,1,2,2,1,3,1,1,1,2,3,2,2,3,4,5,90,5,3
1797,1,3,1,52,3,95,NA,1,1,1,1,7122,32.27,22.75,40,1,NA,NA,1,NA,3000,NA,19,NA,NA,NA,NA,NA,1,1,6,3,2006,15,1,2,NA,1,7,3,2,2,2,3,2,2,3,2,2,1,1,1,1,2,1,1,3,3,3,3,3,4,50,8,6
1798,2,1,1,64,4,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,7,2,2,1,2,2,2,2,3,1,2,2,1,3,1,2,1,1,3,5,4,1,2,5,160,NA,5
1799,1,1,1,68,4,8,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,20,20,NA,23,NA,23,23,1,1,7,4,NA,NA,NA,NA,NA,NA,NA,4,3,1,3,3,3,4,4,2,2,1,1,2,2,2,2,2,2,3,4,2,2,5,50,3,3
1800,1,1,2,61,4,8,4,5,4,4,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,7,7,NA,NA,NA,7,7,2,NA,7,3,9000,61,NA,2,NA,2,7,3,2,NA,2,3,3,2,2,1,2,NA,1,3,1,1,2,2,4,NA,NA,NA,NA,NA,50,7,4
1801,1,1,2,75,5,4,4,3,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,12,12,NA,NA,NA,NA,NA,1,1,4,1,1979,42,1,1,NA,2,10,3,4,1,2,3,2,2,3,3,1,2,1,2,1,1,1,1,3,3,4,2,2,5,111,10,7
1802,1,1,2,28,1,8,4,3,2,2,2,3341,48.81,62.13,17,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,3,NA,NA,NA,NA,NA,NA,8,3,2,2,2,3,3,4,3,2,2,1,1,1,1,1,1,1,2,3,3,2,3,5,50,6,5
1803,2,1,1,46,3,14,1,5,5,7,2,2635,53.89,70.5,30,1,NA,NA,1,NA,2100,NA,15,4900,NA,4900,NA,22,1,4,6,1,2007,14,4,NA,2,1,9,3,4,NA,3,2,4,4,4,2,1,NA,1,2,2,2,1,2,3,NA,NA,NA,NA,NA,112,10,7
1804,2,1,1,21,1,16,1,5,3,3,3,NA,NA,NA,NA,NA,NA,1,5,2,450,NA,4,450,NA,450,NA,4,1,2,4,1,2018,3,3,NA,1,1,8,3,3,NA,4,3,1,2,2,1,1,NA,2,NA,2,1,1,1,2,NA,NA,NA,NA,NA,150,8,6
1805,1,1,2,37,2,12,2,5,5,7,1,3112,52.72,59.35,42.5,1,NA,NA,5,2,NA,17,17,NA,NA,NA,17,17,2,NA,4,3,NA,NA,NA,NA,NA,NA,7,4,2,2,3,4,3,2,3,1,2,2,1,3,1,2,1,1,1,3,5,3,2,3,80,8,5
1806,1,1,2,58,3,8,4,1,2,2,4,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,6,2,1,2,NA,1,4,3,4,1,3,1,1,3,1,1,1,1,2,5,5,2,3,5,50,6,5
1807,1,3,1,63,4,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,13,13,NA,16,NA,16,16,1,2,1,2,2008,13,1,2,NA,2,7,2,2,2,1,1,4,3,4,1,2,1,1,3,1,2,1,1,4,5,2,4,4,5,50,7,3
1808,1,1,1,39,2,2,4,2,3,3,1,7131,30.92,22.77,50,1,NA,NA,1,NA,2500,NA,17,3300,NA,3300,NA,19,1,3,6,4,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,4,3,3,1,2,1,2,NA,1,1,1,1,2,3,4,2,2,5,90,7,3
1809,2,1,1,43,2,12,1,3,3,3,1,8332,33,25.95,48,1,3,NA,5,2,NA,13,13,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,1,3,3,2,2,2,2,2,2,1,2,1,NA,1,2,2,3,3,2,2,3,120,3,3
1810,1,1,2,62,4,7,4,5,5,7,1,NA,NA,NA,40,1,NA,NA,4,1,5200,NA,23,NA,NA,5200,NA,23,2,NA,7,1,NA,NA,NA,NA,NA,NA,9,4,3,2,2,2,3,3,3,1,1,2,1,3,1,2,1,1,2,4,5,1,3,4,30,10,7
1811,1,1,1,21,1,7,4,5,3,3,4,NA,NA,NA,NA,NA,NA,3,5,2,NA,1,1,NA,NA,NA,NA,NA,1,6,7,4,9000,21,NA,1,NA,1,4,3,3,NA,4,1,4,1,3,1,2,NA,2,NA,1,2,1,2,1,NA,NA,NA,NA,NA,30,3,3
1812,2,1,2,53,3,16,1,3,2,2,4,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,17,NA,17,17,1,2,7,3,NA,NA,NA,NA,NA,NA,0,2,1,2,NA,1,3,3,3,1,4,NA,2,NA,1,1,1,1,5,3,2,4,5,2,150,5,3
1813,1,1,2,71,4,8,4,4,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,19,NA,19,19,1,1,6,5,NA,NA,NA,NA,NA,NA,8,3,2,2,2,2,2,3,3,1,1,1,1,2,1,2,1,1,2,4,3,2,2,4,50,5,3
