respid,age,sex,wohnort,isced97,work,dw15,mstat,hhincc,hs04_r,hs06,hs07,hs05_r,hs09_r,distress,im17_r,im18_r,im19_r,im20_r,im21_r,soz.u,soz.u_na,soz.u_rmt,distress_na,distress_rmt
3233,57,1,Urban,5,1,39,5,18,3,2,2,2,3,12,3,3,1,2,2,11,11,11,12,12
3237,44,1,Urban,4,1,50,5,21,4,3,3,3,1,14,2,2,3,3,3,13,13,13,14,14
3238,85,1,Urban,5,4,NA,1,18,3,2,3,2,1,11,3,2,3,2,2,12,12,12,11,11
3239,71,2,Urban,5,4,NA,1,21,3,3,4,2,2,14,4,3,2,1,1,11,11,11,14,14
3243,77,1,Urban,5,4,NA,1,18,1,2,3,2,1,9,4,3,3,2,2,14,14,14,9,9
3244,30,2,Rural,5,4,NA,1,24,2,2,2,2,1,9,2,2,2,2,3,11,11,11,9,9
3245,55,2,Urban,3,2,35,1,19,4,3,4,3,1,15,2,3,1,1,1,8,8,8,15,15
3247,38,2,Urban,5,1,40,1,24,3,2,2,2,1,10,2,2,2,2,3,11,11,11,10,10
3248,23,2,Rural,5,2,36,5,20,2,2,3,2,1,10,4,3,1,1,2,11,11,11,10,10
3251,62,1,Urban,5,1,8,2,22,1,2,3,2,3,11,2,4,3,1,3,13,13,13,11,11
3252,65,NA,Urban,3,4,NA,1,20,1,2,3,2,2,10,2,1,2,2,2,9,9,9,10,10
3254,63,2,Rural,3,3,NA,1,15,1,2,3,1,1,8,2,3,2,2,2,11,11,11,8,8
3255,80,1,Rural,5,4,NA,3,13,4,3,4,4,4,19,4,3,2,4,2,15,15,15,19,19
3257,56,1,Rural,3,1,37.5,1,20,3,3,3,4,2,15,2,1,3,2,3,11,11,11,15,15
3258,59,2,Urban,3,1,39.5,1,23,3,2,3,2,1,11,3,2,3,2,2,12,12,12,11,11
3259,60,1,Urban,5,3,NA,1,11,4,3,4,3,3,17,2,3,2,3,2,12,12,12,17,17
3261,73,1,Urban,5,4,NA,4,17,2,2,3,2,4,13,3,2,4,3,3,15,15,15,13,13
3264,36,2,Rural,5,1,39,1,18,2,3,3,1,1,10,2,3,2,1,2,10,10,10,10,10
3265,83,1,Rural,5,4,NA,3,18,3,2,4,2,4,15,2,2,3,3,2,12,12,12,15,15
3266,59,2,Urban,3,3,NA,1,13,4,4,4,3,3,18,3,2,2,1,1,9,9,9,18,18
3268,25,1,Urban,5,3,NA,5,18,2,3,3,2,2,12,2,3,3,2,2,12,12,12,12,12
3270,64,1,Urban,5,3,NA,1,19,2,3,4,3,1,13,3,2,4,2,2,13,13,13,13,13
3273,68,2,Urban,3,4,NA,1,13,2,3,4,3,2,14,3,2,2,2,2,11,11,11,14,14
3274,56,1,Urban,4,1,43,1,25,4,2,2,2,1,11,2,2,4,3,3,14,14,14,11,11
3275,32,1,Rural,5,1,50,5,23,5,4,4,2,1,16,1,1,3,2,3,10,10,10,16,16
3276,68,1,Urban,5,4,NA,1,15,2,4,3,3,1,13,3,4,1,3,2,13,13,13,13,13
3277,47,1,Rural,5,1,48,1,24,4,4,4,4,1,17,2,2,3,2,2,11,11,11,17,17
3278,29,2,Urban,4,1,38,5,20,3,2,3,3,1,12,2,3,1,1,1,8,8,8,12,12
3279,77,2,Rural,3,3,NA,4,6,3,2,3,3,3,14,4,4,3,3,3,17,17,17,14,14
3280,73,2,Urban,5,4,NA,1,19,3,2,2,2,1,10,3,2,2,3,2,12,12,12,10,10
3282,67,1,Rural,5,4,NA,4,8,3,3,4,3,3,16,3,2,3,2,2,12,12,12,16,16
3283,55,2,Urban,5,2,31,1,24,4,2,3,1,1,11,2,3,1,3,2,11,11,11,11,11
3288,40,2,Rural,3,1,40,1,25,4,3,3,3,1,14,3,1,3,2,2,11,11,11,14,14
3289,51,1,Urban,3,1,40,5,18,2,2,3,2,1,10,4,2,1,1,1,9,9,9,10,10
3290,57,2,Urban,5,1,39,1,25,2,2,2,1,1,8,1,1,1,1,3,7,7,7,8,8
3291,39,2,Urban,5,4,NA,4,12,3,3,3,3,4,16,2,3,2,2,2,11,11,11,16,16
3295,35,1,Rural,5,1,42,1,21,4,2,2,2,2,12,2,2,2,2,3,11,11,11,12,12
3296,42,1,Urban,5,1,40,5,19,3,2,2,1,3,11,4,3,3,2,1,13,13,13,11,11
3297,79,1,Urban,3,4,NA,2,22,3,1,2,3,1,10,3,3,3,2,2,13,13,13,10,10
3301,82,1,Rural,4,4,NA,3,10,2,2,3,2,1,10,3,4,2,1,2,12,12,12,10,10
3303,27,1,Urban,5,1,42,5,15,4,4,4,4,4,20,3,4,4,2,1,14,14,14,20,20
3306,42,2,Urban,5,1,40,5,NA,4,3,3,2,3,15,3,1,3,3,2,12,12,12,15,15
3307,56,2,Urban,5,4,NA,1,21,4,4,3,4,2,17,2,2,3,2,2,11,11,11,17,17
3309,33,2,Urban,5,4,NA,1,23,3,2,4,3,1,13,3,2,2,2,2,11,11,11,13,13
3310,32,2,Urban,5,1,38.5,5,15,3,2,4,2,3,14,3,1,3,4,2,13,13,13,14,14
3311,81,1,Urban,5,2,30,1,NA,3,2,3,2,2,12,3,3,2,3,3,14,14,14,12,12
3312,71,1,Rural,3,3,NA,1,18,2,2,3,2,1,10,3,2,2,2,2,11,11,11,10,10
3313,43,2,NA,1,2,NA,1,NA,4,4,4,4,2,18,3,3,3,3,3,15,15,15,18,18
3314,82,2,NA,5,4,NA,4,9,1,2,5,2,1,11,4,2,3,3,3,15,15,15,11,11
3315,67,1,Urban,3,4,NA,1,NA,2,2,3,1,1,9,4,1,1,2,1,9,9,9,9,9
3317,43,1,Rural,4,1,40,1,19,2,2,3,2,1,10,2,2,2,2,2,10,10,10,10,10
3322,44,1,Urban,6,1,30,5,NA,3,2,3,2,1,11,2,2,1,4,1,10,10,10,11,11
3325,44,2,Urban,3,1,41,2,17,4,3,4,4,2,17,2,1,2,3,3,11,11,11,17,17
3326,NA,2,Rural,1,4,NA,1,16,2,5,5,5,4,21,2,4,3,1,3,13,13,13,21,21
3327,86,2,Urban,5,4,NA,3,16,2,2,3,3,3,13,3,2,2,2,1,10,10,10,13,13
3328,63,1,Urban,3,4,NA,1,15,3,3,4,4,2,16,2,3,4,3,3,15,15,15,16,16
3329,31,1,Urban,3,1,NA,5,15,4,2,4,2,2,14,3,4,2,2,2,13,13,13,14,14
3332,53,1,Rural,3,1,45,1,19,4,3,4,3,1,15,2,2,3,3,2,12,12,12,15,15
3335,54,1,Urban,3,1,40,5,17,4,2,3,2,1,12,2,2,2,2,2,10,10,10,12,12
3338,62,1,Rural,3,1,39.5,3,17,3,2,3,2,4,14,2,2,3,3,3,13,13,13,14,14
3339,57,2,Rural,3,3,NA,1,NA,3,2,2,2,1,10,2,1,3,2,3,11,11,11,10,10
3341,73,1,Rural,5,4,NA,1,17,2,2,2,2,1,9,3,3,4,4,2,16,16,16,9,9
3342,29,1,Urban,4,1,40,5,22,3,2,2,2,1,10,2,3,1,1,2,9,9,9,10,10
3343,33,1,Rural,5,1,37,5,23,3,2,2,3,3,13,4,3,3,2,2,14,14,14,13,13
3344,72,2,Urban,5,3,NA,5,21,3,2,2,2,1,10,3,2,3,3,2,13,13,13,10,10
3345,73,1,Urban,5,4,NA,1,20,1,2,3,1,1,8,3,3,2,3,1,12,12,12,8,8
3351,28,2,Urban,5,1,60,5,23,4,3,2,2,1,12,2,3,2,2,2,11,11,11,12,12
3352,60,1,Rural,3,1,40,1,NA,3,2,2,3,3,13,3,4,4,3,1,15,15,15,13,13
3353,19,2,Urban,3,4,NA,5,1,4,3,4,3,3,17,3,2,1,2,1,9,9,9,17,17
3354,69,1,Urban,5,4,NA,1,17,4,2,3,3,3,15,3,2,2,3,1,11,11,11,15,15
3355,89,1,Urban,5,4,NA,3,19,1,2,4,1,1,9,3,4,3,2,2,14,14,14,9,9
3356,28,1,Urban,3,2,35,5,NA,5,5,5,4,2,21,4,3,1,1,1,10,10,10,21,21
3365,56,2,Rural,5,1,38.5,1,20,4,3,3,3,3,16,3,2,2,3,3,13,13,13,16,16
3366,54,2,Urban,5,1,45,1,24,5,4,4,4,2,19,2,3,1,1,1,8,8,8,19,19
3367,79,2,Rural,3,4,NA,3,NA,3,2,2,2,1,10,3,2,2,1,2,10,10,10,10,10
3368,30,2,Urban,3,1,37.5,5,15,5,3,4,4,4,20,2,1,2,2,1,8,8,8,20,20
3369,62,1,Urban,3,1,50,1,15,3,2,3,3,1,12,3,4,2,1,1,11,11,11,12,12
3370,76,1,Urban,6,4,NA,1,22,2,2,4,1,1,10,3,1,3,3,3,13,13,13,10,10
3371,55,2,Urban,3,2,35,1,15,3,2,3,2,2,12,2,2,2,2,2,10,10,10,12,12
3372,45,1,Urban,6,1,55,7,15,5,3,5,4,3,20,1,2,4,3,1,11,11,11,20,20
3373,46,2,Urban,3,1,35,5,NA,3,2,4,3,3,15,1,4,1,1,1,8,8,8,15,15
3374,39,2,Rural,5,1,40,5,24,3,2,4,3,1,13,3,4,3,2,2,14,14,14,13,13
3376,70,2,Urban,3,4,NA,1,14,3,2,4,3,2,14,3,3,1,1,1,9,9,9,14,14
3377,23,1,Urban,5,1,37.5,5,NA,3,1,2,2,1,9,3,2,2,3,3,13,13,13,9,9
3378,72,1,Rural,5,4,NA,1,12,3,3,2,4,2,14,2,3,2,4,3,14,14,14,14,14
3380,68,2,Urban,3,4,NA,1,NA,2,2,2,2,1,9,3,3,2,3,3,14,14,14,9,9
3381,57,1,Urban,3,1,46,4,21,2,2,3,1,1,9,2,3,4,4,2,15,15,15,9,9
3384,56,2,Urban,5,1,NA,1,21,3,2,2,2,1,10,2,3,2,3,2,12,12,12,10,10
3386,89,1,Urban,3,4,NA,1,19,2,3,4,3,1,13,3,4,3,3,3,16,16,16,13,13
3387,67,2,Rural,3,4,NA,1,15,3,3,3,3,2,14,3,4,4,3,2,16,16,16,14,14
3388,29,1,Rural,3,4,NA,5,10,2,3,4,2,3,14,4,4,1,1,1,11,11,11,14,14
3389,62,2,Urban,3,1,36,1,21,3,2,2,3,1,11,4,3,2,3,1,13,13,13,11,11
3392,73,1,Rural,5,4,NA,4,NA,1,3,4,3,3,14,4,4,1,1,1,11,11,11,14,14
3393,38,1,Rural,5,1,40,1,NA,3,3,3,2,1,12,3,2,3,2,2,12,12,12,12,12
3394,86,2,Rural,3,4,NA,3,10,3,4,5,4,5,21,2,1,3,2,3,11,11,11,21,21
3395,62,1,Urban,3,2,25,1,18,4,4,5,4,2,19,4,1,2,3,2,12,12,12,19,19
3398,58,2,Urban,6,4,NA,1,NA,2,2,2,2,2,10,3,3,3,2,2,13,13,13,10,10
3400,46,2,Urban,5,1,40,4,20,4,2,3,3,1,13,2,4,2,2,3,13,13,13,13,13
3401,50,1,Rural,5,1,60,1,25,3,2,3,1,2,11,2,2,2,3,3,12,12,12,11,11
3402,45,2,Urban,4,2,33,1,23,5,4,3,3,1,16,2,3,2,1,2,10,10,10,16,16
3403,57,1,Rural,3,4,NA,5,NA,2,3,3,3,3,14,4,4,2,2,1,13,13,13,14,14
3406,83,2,Urban,3,4,NA,3,10,3,2,4,3,4,16,2,3,2,3,2,12,12,12,16,16
3407,66,2,Rural,5,4,NA,1,16,3,2,4,4,3,16,2,4,4,3,2,15,15,15,16,16
3409,36,1,Rural,5,1,48,5,17,4,3,4,3,3,17,1,3,2,2,2,10,10,10,17,17
3411,81,2,Urban,1,NA,NA,3,NA,3,3,3,4,4,17,4,3,3,3,2,15,15,15,17,17
3415,76,2,Urban,5,4,NA,4,14,3,3,3,3,2,14,3,3,2,2,3,13,13,13,14,14
3419,39,1,Urban,5,1,50,5,23,3,2,2,2,1,10,2,1,3,3,3,12,12,12,10,10
3420,79,1,Urban,3,4,NA,1,13,1,1,1,2,1,6,3,2,2,2,3,12,12,12,6,6
3421,63,1,Rural,5,1,39,1,22,4,3,3,3,2,15,2,2,3,3,2,12,12,12,15,15
3422,34,2,Urban,5,2,30,5,14,4,3,2,3,2,14,1,3,2,1,1,8,8,8,14,14
3423,67,2,Urban,3,4,NA,1,NA,2,3,2,3,1,11,4,4,2,4,3,17,17,17,11,11
3424,51,2,Rural,3,2,30,1,25,3,2,2,3,1,11,2,2,2,2,2,10,10,10,11,11
3425,45,1,Rural,5,1,42,5,15,3,4,3,2,1,13,2,2,3,3,2,12,12,12,13,13
3426,37,1,Urban,5,1,37,5,21,4,4,4,3,1,16,1,3,2,2,2,10,10,10,16,16
3430,40,2,Urban,5,1,38,5,23,4,3,3,4,1,15,3,3,3,1,2,12,12,12,15,15
3431,43,1,Urban,5,4,NA,5,NA,2,2,3,3,3,13,3,2,3,2,2,12,12,12,13,13
3433,72,1,Urban,5,4,NA,1,23,2,2,2,2,1,9,3,2,3,3,3,14,14,14,9,9
3434,29,2,Urban,4,1,38.5,5,15,4,3,4,4,4,19,3,1,3,2,2,11,11,11,19,19
3436,71,1,Urban,3,4,NA,1,15,3,2,2,2,2,11,3,2,4,4,3,16,16,16,11,11
3437,33,1,Urban,2,4,NA,1,16,3,4,4,4,4,19,3,4,1,1,1,10,10,10,19,19
3438,76,2,Urban,3,4,NA,1,16,2,2,2,2,1,9,3,2,3,4,2,14,14,14,9,9
3439,74,1,Urban,5,4,NA,1,21,2,2,3,3,4,14,3,3,2,3,2,13,13,13,14,14
3442,42,2,Urban,3,1,37.5,5,16,4,3,3,2,2,14,2,3,3,2,3,13,13,13,14,14
3444,50,2,Urban,5,1,39,1,23,3,2,3,2,1,11,2,2,3,3,2,12,12,12,11,11
3445,64,2,Urban,6,1,50,1,25,2,2,2,2,2,10,2,1,2,2,3,10,10,10,10,10
3447,60,1,Rural,3,1,44.5,1,20,3,3,3,2,4,15,4,2,2,4,2,14,14,14,15,15
3448,28,2,Urban,4,1,40,5,19,3,2,3,3,1,12,3,4,1,2,2,12,12,12,12,12
3450,59,2,Urban,3,1,38,1,19,4,4,4,3,1,16,2,2,3,3,3,13,13,13,16,16
3452,53,1,Rural,3,1,44,1,19,4,3,3,2,1,13,2,1,3,2,2,10,10,10,13,13
3454,82,1,Urban,5,4,NA,3,15,3,2,2,2,3,12,3,4,2,4,4,17,17,17,12,12
3457,31,2,Urban,5,2,40,5,22,4,2,2,3,1,12,1,1,3,3,3,11,11,11,12,12
3458,44,2,Rural,3,2,20,1,20,4,3,2,3,2,14,3,2,3,2,2,12,12,12,14,14
3459,62,1,Urban,5,4,NA,1,18,3,3,3,4,3,16,4,1,3,3,1,12,12,12,16,16
3463,82,1,Urban,5,4,NA,1,13,3,2,3,3,2,13,3,3,4,4,4,18,18,18,13,13
3464,60,2,Urban,5,2,32,1,17,4,2,3,1,1,11,1,3,2,2,1,9,9,9,11,11
3468,67,2,Urban,5,4,NA,1,13,3,3,3,3,1,13,4,4,2,1,1,12,12,12,13,13
3469,37,1,Urban,5,1,42,1,24,3,2,3,2,1,11,2,2,2,2,3,11,11,11,11,11
3470,23,1,Urban,5,1,50,5,20,3,2,2,3,2,12,1,2,2,2,2,9,9,9,12,12
3471,18,1,Urban,NA,4,NA,5,NA,4,2,4,5,1,16,4,3,4,3,2,16,16,16,16,16
3472,66,1,Rural,3,4,NA,5,NA,4,4,4,3,1,16,4,4,1,2,2,13,13,13,16,16
3473,81,2,Rural,5,4,NA,1,NA,2,1,2,1,1,7,3,3,1,1,2,10,10,10,7,7
3474,60,1,Urban,3,1,37.5,1,17,3,4,2,1,1,11,3,2,2,2,2,11,11,11,11,11
3476,59,2,Urban,5,1,40,3,16,2,3,3,4,4,16,1,3,1,1,1,7,7,7,16,16
3477,31,1,Urban,5,1,36,5,22,2,2,3,3,3,13,3,2,3,2,2,12,12,12,13,13
3478,27,2,Urban,5,1,45,5,15,5,3,3,4,3,18,3,4,1,1,1,10,10,10,18,18
3481,49,1,Urban,3,1,50,1,15,3,2,3,1,1,10,3,3,2,2,2,12,12,12,10,10
3482,65,2,Urban,5,3,NA,1,19,2,2,2,1,1,8,2,1,2,2,2,9,9,9,8,8
3483,57,2,Rural,3,1,40.5,5,16,3,2,2,1,3,11,3,3,2,2,2,12,12,12,11,11
3484,77,1,Urban,5,4,NA,1,25,1,1,3,1,1,7,1,1,1,4,4,11,11,11,7,7
3485,28,1,Urban,4,1,35,1,18,3,3,3,2,1,12,2,2,2,2,2,10,10,10,12,12
3486,40,1,Urban,6,1,38,1,21,4,3,4,2,2,15,3,3,2,2,2,12,12,12,15,15
3488,49,2,Urban,3,1,32,1,NA,2,3,3,1,1,10,3,2,2,2,2,11,11,11,10,10
3489,55,2,Rural,3,4,NA,1,19,3,3,4,3,4,17,4,4,1,2,2,13,13,13,17,17
3490,57,1,Rural,5,1,38.5,1,25,2,2,2,1,1,8,3,2,2,2,3,12,12,12,8,8
3492,42,1,Urban,4,1,40,5,14,2,2,3,2,3,12,3,2,4,3,3,15,15,15,12,12
3494,81,1,Urban,5,4,NA,1,26,1,1,3,1,1,7,2,2,2,2,2,10,10,10,7,7
3495,83,2,Urban,5,4,NA,5,NA,3,3,4,3,2,15,2,3,3,3,2,13,13,13,15,15
3498,57,1,Rural,5,1,38.5,1,NA,3,2,3,3,2,13,3,4,2,2,2,13,13,13,13,13
3499,25,2,Rural,4,4,NA,5,10,4,2,2,3,3,14,3,4,2,2,1,12,12,12,14,14
3501,63,2,Rural,3,4,NA,1,14,2,2,3,3,2,12,4,4,3,2,2,15,15,15,12,12
3502,79,2,Urban,3,4,NA,4,17,1,2,4,3,2,12,2,2,3,4,2,13,13,13,12,12
3504,57,1,Rural,5,1,48,1,NA,3,2,2,3,2,12,2,4,1,2,2,11,11,11,12,12
3505,82,1,Urban,5,4,NA,5,13,1,4,4,3,2,14,3,2,2,3,2,12,12,12,14,14
3509,42,2,Urban,5,1,45,5,NA,4,3,2,2,1,12,1,1,3,2,3,10,10,10,12,12
3510,76,2,Urban,5,4,NA,1,21,3,2,2,2,2,11,3,3,2,3,4,15,15,15,11,11
3512,29,1,Rural,3,1,42.5,5,13,3,3,3,3,4,16,3,3,2,3,2,13,13,13,16,16
3513,81,2,Urban,NA,4,NA,1,15,2,2,3,3,1,11,4,4,4,4,2,18,18,18,11,11
3516,58,2,Rural,3,3,NA,1,14,3,3,3,2,3,14,3,2,2,2,2,11,11,11,14,14
3517,75,1,NA,5,4,NA,1,NA,2,2,3,2,1,10,2,3,2,1,1,9,9,9,10,10
3518,53,1,Rural,3,1,40.5,1,20,4,2,2,2,1,11,3,3,2,2,1,11,11,11,11,11
3519,61,1,Urban,5,1,40,1,25,4,3,4,3,2,16,2,2,3,3,3,13,13,13,16,16
3520,37,2,Urban,5,2,20,1,22,3,2,3,2,1,11,2,1,2,2,2,9,9,9,11,11
3521,61,2,Urban,5,1,40,3,19,4,3,3,3,2,15,3,2,2,2,1,10,10,10,15,15
3525,63,2,Rural,5,1,40,1,NA,3,2,2,2,1,10,2,2,1,1,1,7,7,7,10,10
3527,85,2,Rural,2,4,NA,3,NA,1,2,3,3,3,12,4,3,2,3,2,14,14,14,12,12
3528,47,1,Urban,5,1,40,4,22,2,2,3,3,1,11,2,1,1,2,2,8,8,8,11,11
3531,64,1,Urban,4,3,NA,1,NA,2,2,2,1,1,8,2,2,3,2,2,11,11,11,8,8
3535,33,1,Urban,5,1,43,5,24,3,2,2,2,1,10,2,2,2,1,3,10,10,10,10,10
3536,31,2,Urban,5,1,37.5,1,23,4,3,2,3,3,15,2,3,1,1,1,8,8,8,15,15
3542,31,1,Urban,5,1,42,5,20,3,3,3,2,1,12,2,1,3,2,2,10,10,10,12,12
3543,78,1,Urban,5,4,NA,1,20,1,1,2,2,1,7,2,2,1,4,2,11,11,11,7,7
3544,54,1,Rural,3,1,40,1,19,4,3,3,4,3,17,1,2,3,3,1,10,10,10,17,17
3546,58,1,Urban,5,1,40,1,23,2,2,2,2,3,11,2,2,1,2,2,9,9,9,11,11
3547,68,2,Rural,3,3,NA,1,9,3,2,3,3,1,12,3,3,3,3,2,14,14,14,12,12
3548,27,1,Urban,3,1,42,1,23,4,3,2,2,1,12,3,2,2,1,1,9,9,9,12,12
3549,52,2,Urban,5,2,20,1,24,5,3,3,3,1,15,3,2,3,4,4,16,16,16,15,15
3550,80,1,Urban,5,4,NA,1,16,1,1,2,1,1,6,2,1,4,4,3,14,14,14,6,6
3551,42,1,Urban,3,2,40,5,4,3,4,2,3,2,14,2,2,2,2,1,9,9,9,14,14
3552,71,1,Urban,5,4,NA,1,NA,1,5,2,1,1,10,2,1,4,1,2,10,10,10,10,10
3558,34,2,Urban,5,1,45,1,NA,3,2,3,2,1,11,3,2,2,1,1,9,9,9,11,11
3561,67,1,Urban,3,4,NA,1,21,2,2,3,1,1,9,2,1,3,3,3,12,12,12,9,9
3563,64,1,Rural,3,3,NA,4,NA,1,2,2,2,2,9,3,2,3,3,3,14,14,14,9,9
3564,85,2,Urban,3,4,NA,1,22,1,2,3,2,1,9,3,2,3,4,3,15,15,15,9,9
3565,79,1,Urban,5,4,NA,1,15,3,3,3,3,4,16,3,3,1,1,1,9,9,9,16,16
3566,62,1,Rural,3,1,41.5,3,19,3,3,3,2,2,13,3,2,2,2,1,10,10,10,13,13
3567,41,2,Urban,5,1,39,5,21,3,2,3,2,2,12,3,2,2,2,2,11,11,11,12,12
3568,55,2,Urban,3,3,NA,1,23,3,2,3,3,3,14,1,2,2,2,2,9,9,9,14,14
3569,47,1,Rural,3,4,NA,1,16,2,2,3,1,1,9,2,3,2,2,2,11,11,11,9,9
3571,73,2,Urban,5,4,NA,1,NA,1,1,2,1,1,6,3,3,3,3,2,14,14,14,6,6
3573,57,2,Rural,3,2,30,1,20,4,3,2,3,1,13,3,2,1,1,1,8,8,8,13,13
3575,55,1,Urban,5,1,36,1,23,3,3,3,4,1,14,2,2,2,3,2,11,11,11,14,14
3577,26,2,Urban,5,1,40,5,16,3,3,4,4,3,17,2,3,1,1,1,8,8,8,17,17
3578,27,2,Urban,5,1,39.5,5,21,3,2,3,3,2,13,2,3,2,2,2,11,11,11,13,13
3579,49,2,Rural,5,2,34,1,23,3,3,3,4,2,15,4,3,2,3,2,14,14,14,15,15
3580,34,1,Urban,5,1,35,5,17,3,3,3,3,4,16,2,2,2,3,3,12,12,12,16,16
3581,54,2,NA,5,2,20,NA,NA,3,2,2,2,1,10,4,3,2,2,2,13,13,13,10,10
3585,29,1,Rural,4,4,NA,5,22,4,3,4,4,3,18,3,4,2,1,1,11,11,11,18,18
3586,74,2,Urban,5,4,NA,1,NA,3,3,2,3,3,14,3,2,4,4,1,14,14,14,14,14
3589,56,1,Rural,1,2,40,1,11,3,4,3,3,2,15,4,2,2,4,3,15,15,15,15,15
3590,56,2,Urban,2,1,NA,1,NA,4,3,3,3,1,14,3,4,4,3,3,17,17,17,14,14
3591,62,1,Urban,5,1,40,1,15,3,3,4,3,2,15,3,3,2,2,2,12,12,12,15,15
3592,37,2,Urban,5,2,30,5,22,4,3,3,3,1,14,3,3,1,1,1,9,9,9,14,14
3594,65,1,Urban,5,4,NA,5,19,3,4,5,4,1,17,3,2,4,4,4,17,17,17,17,17
3595,49,1,Urban,3,1,40,5,22,4,3,3,3,3,16,3,4,2,1,2,12,12,12,16,16
3596,36,2,Rural,5,4,NA,1,17,3,3,2,1,1,10,2,1,2,3,3,11,11,11,10,10
3598,34,2,Urban,3,1,40,5,17,5,2,4,2,1,14,3,1,1,3,2,10,10,10,14,14
3599,60,1,Urban,5,1,41,1,NA,5,5,4,5,5,24,4,3,3,3,3,16,16,16,24,24
3601,76,2,Urban,3,4,NA,1,20,2,3,3,3,1,12,4,4,3,4,3,18,18,18,12,12
3602,49,1,Urban,5,2,35,5,16,4,3,3,3,3,16,2,2,1,1,1,7,7,7,16,16
3604,63,1,Rural,5,1,50,1,NA,2,2,3,1,2,10,1,1,2,1,2,7,7,7,10,10
3605,56,1,Rural,6,1,50,1,22,5,5,5,3,1,19,1,1,4,3,3,12,12,12,19,19
3607,58,2,Urban,3,2,40,1,15,2,2,3,3,2,12,4,2,3,4,2,15,15,15,12,12
3608,44,2,Urban,3,2,20,1,21,4,3,3,4,1,15,2,2,2,2,2,10,10,10,15,15
3609,25,2,Urban,5,3,NA,5,4,4,5,3,4,4,20,3,3,2,2,3,13,13,13,20,20
3610,49,2,Urban,5,4,NA,1,NA,3,3,3,3,4,16,2,1,3,3,3,12,12,12,16,16
3611,56,2,Urban,6,1,38,1,22,4,3,2,3,1,13,2,3,2,2,2,11,11,11,13,13
3612,58,2,Rural,5,2,24,4,17,1,1,3,2,2,9,4,4,1,1,1,11,11,11,9,9
3613,76,1,Urban,1,4,NA,1,17,1,2,2,2,2,9,3,3,2,3,2,13,13,13,9,9
3614,31,1,Urban,4,1,40,5,22,3,2,2,1,1,9,2,1,1,2,2,8,8,8,9,9
3615,44,2,Rural,5,2,20,1,18,4,3,3,3,2,15,3,1,2,2,2,10,10,10,15,15
3616,37,1,Urban,5,1,45,5,14,4,2,3,2,2,13,3,3,3,2,2,13,13,13,13,13
3618,32,2,Rural,3,4,NA,1,NA,4,2,3,4,1,14,2,3,2,3,3,13,13,13,14,14
3620,22,2,Rural,3,2,25,5,20,4,4,4,4,2,18,3,3,2,2,2,12,12,12,18,18
3621,21,1,Urban,3,1,40.5,5,8,4,3,3,3,1,14,4,3,2,2,2,13,13,13,14,14
3622,67,1,Urban,3,4,NA,1,24,3,3,3,2,1,12,3,2,4,3,3,15,15,15,12,12
3623,72,1,Urban,5,4,NA,1,14,2,2,2,2,1,9,4,2,4,4,3,17,17,17,9,9
3625,50,2,Rural,3,2,30,1,19,4,4,4,4,3,19,3,2,2,2,1,10,10,10,19,19
3626,40,2,Urban,3,2,19.5,2,15,4,4,4,4,2,18,3,4,4,2,2,15,15,15,18,18
3627,51,2,Urban,3,1,39,2,18,2,2,4,3,3,14,2,1,1,1,2,7,7,7,14,14
3628,78,2,Urban,3,4,NA,1,17,2,3,4,3,3,15,3,3,3,3,2,14,14,14,15,15
3630,41,2,Urban,5,2,25,1,16,3,2,2,2,1,10,2,2,1,2,3,10,10,10,10,10
3632,33,2,Urban,5,2,11,1,24,4,3,2,2,1,12,3,2,3,2,3,13,13,13,12,12
3633,62,1,Urban,3,4,NA,4,NA,3,3,4,4,2,16,4,3,2,2,2,13,13,13,16,16
3634,55,1,Urban,5,1,42,4,15,3,3,3,3,4,16,3,3,2,3,2,13,13,13,16,16
3638,49,2,Urban,3,4,NA,1,NA,4,4,5,3,1,17,1,1,2,4,4,12,12,12,17,17
3639,77,1,Urban,3,4,NA,3,14,2,2,2,3,3,12,3,4,3,3,3,16,16,16,12,12
3641,29,1,Urban,3,1,40,5,14,1,2,3,2,4,12,2,4,3,3,3,15,15,15,12,12
3642,71,1,Urban,5,3,NA,5,11,2,2,3,3,2,12,4,2,4,3,2,15,15,15,12,12
3643,33,2,Urban,5,2,25,1,23,3,2,4,4,1,14,2,3,3,3,3,14,14,14,14,14
3644,42,1,Urban,5,1,39.5,1,26,5,5,5,5,5,25,4,3,1,1,1,10,10,10,25,25
3646,83,1,Urban,3,4,NA,NA,16,1,2,2,2,1,8,4,4,3,4,2,17,17,17,8,8
3647,48,2,Rural,3,2,25,1,23,3,3,3,4,1,14,3,2,2,2,2,11,11,11,14,14
3649,33,2,Urban,5,1,45,5,24,4,3,4,4,3,18,4,3,1,1,1,10,10,10,18,18
3650,55,2,Rural,2,3,NA,1,14,4,3,4,4,3,18,3,2,4,3,1,13,13,13,18,18
3651,63,2,Rural,5,4,NA,1,15,4,2,2,2,1,11,1,1,4,4,3,13,13,13,11,11
3652,20,1,Urban,3,4,NA,5,NA,3,2,4,3,2,14,3,2,2,2,2,11,11,11,14,14
3654,22,2,Urban,2,2,30,5,NA,4,2,3,1,1,11,2,4,2,3,4,15,15,15,11,11
